# AGC 增益校准数据 (2026-08-01 重测)
#
# 信号链路: 信号发生器 → 加法器(另一路短路) → 滤波器 → AGC → 偏置 → ADC
# AGC 输出目标: 3.01 Vpp (偏置电路衰减忽略)
#
# 列: AD603-AGC放大倍数, 检波器输出Vd(mV)
#
# 拟合结果 (quadratic, R²=0.99971, MAE=0.244):
#   G = 570.75618007 - 1.45473655*Vd + 0.00094137026*Vd²
#   Vd 范围: [533, 722] mV, G 范围: [11.4, 63.1]

60.0767754318618, 538.8
59.7328244274809, 539.1
59.7328244274809, 539.7
58.9453860640301, 541.2
58.8345864661654, 541.3
60.1923076923077, 539.0
63.1048387096774, 533.0
32.9046087888532, 613.9
32.72921108742, 614.2
32.6595744680851, 614.8
32.2818086225026, 616.3
32.2478991596639, 616.3
32.8693790149893, 614.1
34.7678369195923, 607.5
22.5446428571429, 651.3
22.4112426035503, 651.5
22.3451327433628, 651.9
22.0203488372093, 653.1
22.0845481049563, 653.0
22.5446428571429, 651.2
23.8582677165354, 645.9
17.1314741035857, 676.2
17.1314741035857, 676.5
16.967305524239, 677.0
16.778149386845, 678.2
16.7594654788419, 678.2
17.1607753705815, 676.2
18.0780780780781, 670.6
13.8709677419355, 698.3
13.8709677419355, 698.6
13.8073394495413, 699.0
13.5585585585586, 700.5
13.5585585585586, 700.3
13.8709677419355, 698.0
14.8275862068966, 691.5
11.6666666666667, 719.6
11.6666666666667, 720.0
11.5769230769231, 720.5
11.4015151515152, 722.2
11.4015151515152, 722.0
11.6666666666667, 719.3
12.3360655737705, 711.8
